"individual_id","species_id","genus","observation_date","year","day_of_year","leaves","color","leaf.clean","color.clean","color.full"
132849,101,"Quercus","2019-10-23",2019,296,"1","1","1","0","0"
132849,101,"Quercus","2019-10-29",2019,302,"1","1","1","0","0"
132849,101,"Quercus","2019-11-04",2019,308,"0","0","0","0","0"
132849,101,"Quercus","2019-11-12",2019,316,"0","0","0","0","0"
132849,101,"Quercus","2019-11-18",2019,322,"0","0","0","0","0"
132849,101,"Quercus","2019-11-25",2019,329,"0","0","0","0","0"
132850,102,"Quercus","2018-03-31",2018,90,"0","1","0","0","0"
132850,102,"Quercus","2018-04-04",2018,94,"0","0","0","0","0"
132850,102,"Quercus","2018-04-10",2018,100,"0","0","1","0","0"
132850,102,"Quercus","2018-04-20",2018,110,"0","0","0","0","0"
132850,102,"Quercus","2018-04-25",2018,115,"0","0","0","0","0"
132850,102,"Quercus","2018-05-02",2018,122,"1","0","1","0","0"
132850,102,"Quercus","2018-05-10",2018,130,"1","0","1","0","0"
132850,102,"Quercus","2018-05-17",2018,137,"1","0","0","0","0"
132850,102,"Quercus","2018-05-24",2018,144,"1","0","1","0","0"
132850,102,"Quercus","2018-05-30",2018,150,"1","0","1","0","0"
132850,102,"Quercus","2018-06-04",2018,155,"0","0","1","0","0"
132850,102,"Quercus","2018-06-12",2018,163,"1","0","1","0","0"
132850,102,"Quercus","2018-06-24",2018,175,"1","0","1","0","0"
132850,102,"Quercus","2018-06-29",2018,180,"1","0","1","0","0"
132850,102,"Quercus","2018-07-17",2018,198,"1","0","1","0","0"
132850,102,"Quercus","2018-07-26",2018,207,"1","0","1","0","0"
132850,102,"Quercus","2018-08-03",2018,215,"1","0","1","0","0"
132850,102,"Quercus","2018-08-13",2018,225,"1","0","1","0","0"
132850,102,"Quercus","2018-08-22",2018,234,"1","0","1","0","0"
132850,102,"Quercus","2018-08-29",2018,241,"1","0","1","0","0"
132850,102,"Quercus","2018-09-08",2018,251,"1","0","1","0","0"
132850,102,"Quercus","2018-09-21",2018,264,"1","0","1","0","0"
132850,102,"Quercus","2018-09-23",2018,266,"1","0","1","0","0"
132850,102,"Quercus","2018-10-02",2018,275,"1","0","1","0","0"
132850,102,"Quercus","2018-10-12",2018,285,"1","1","1","1","1"
132850,102,"Quercus","2018-10-18",2018,291,"1","1","1","1","1"
132850,102,"Quercus","2018-10-26",2018,299,"1","1","1","0","0"
132850,102,"Quercus","2018-11-03",2018,307,"1","1","1","1","1"
132850,102,"Quercus","2018-11-13",2018,317,"1","1","1","1","1"
132850,102,"Quercus","2018-12-08",2018,342,"1","1","1","1","1"
132850,102,"Quercus","2019-04-10",2019,100,"0","0","1","0","0"
132850,102,"Quercus","2019-04-24",2019,114,"0","0","1","0","0"
132850,102,"Quercus","2019-04-29",2019,119,"1","0","1","0","0"
132850,102,"Quercus","2019-05-08",2019,128,"1","0","1","0","0"
132850,102,"Quercus","2019-05-14",2019,134,"1","0","1","0","0"
132850,102,"Quercus","2019-05-21",2019,141,"1","0","1","0","0"
132850,102,"Quercus","2019-05-28",2019,148,"1","0","1","0","0"
132850,102,"Quercus","2019-06-06",2019,157,"1","0","1","0","0"
132850,102,"Quercus","2019-06-11",2019,162,"1","0","1","0","0"
132850,102,"Quercus","2019-06-18",2019,169,"1","0","1","0","0"
132850,102,"Quercus","2019-06-29",2019,180,"1","0","1","0","0"
132850,102,"Quercus","2019-07-02",2019,183,"1","0","1","0","0"
132850,102,"Quercus","2019-07-09",2019,190,"1","0","1","0","0"
132850,102,"Quercus","2019-07-17",2019,198,"1","0","1","0","0"
132850,102,"Quercus","2019-07-24",2019,205,"1","0","1","0","0"
132850,102,"Quercus","2019-07-31",2019,212,"1","0","1","0","0"
132850,102,"Quercus","2019-08-06",2019,218,"1","0","1","0","0"
132850,102,"Quercus","2019-08-13",2019,225,"1","0","1","0","0"
132850,102,"Quercus","2019-08-20",2019,232,"1","0","1","0","0"
132850,102,"Quercus","2019-08-28",2019,240,"1","0","1","0","0"
132850,102,"Quercus","2019-09-19",2019,262,"0","0","0","0","0"
132851,1485,"Quercus","2018-03-22",2018,81,"0","0","0","0","0"
132851,1485,"Quercus","2018-03-28",2018,87,"0","0","0","0","0"
132851,1485,"Quercus","2018-04-05",2018,95,"0","0","0","0","0"
132851,1485,"Quercus","2018-04-11",2018,101,"0","0","0","0","0"
132851,1485,"Quercus","2018-04-20",2018,110,"0","0","0","0","0"
132851,1485,"Quercus","2018-04-26",2018,116,"0","0","0","0","0"
132851,1485,"Quercus","2018-05-02",2018,122,"0","0","0","0","0"
132851,1485,"Quercus","2018-05-10",2018,130,"1","0","1","0","0"
132851,1485,"Quercus","2018-05-18",2018,138,"1","0","1","0","0"
132851,1485,"Quercus","2018-05-23",2018,143,"1","0","1","0","0"
132851,1485,"Quercus","2018-06-01",2018,152,"1","0","1","0","0"
132851,1485,"Quercus","2018-06-06",2018,157,"1","0","1","0","0"
132851,1485,"Quercus","2018-06-13",2018,164,"1","0","1","0","0"
132851,1485,"Quercus","2018-06-20",2018,171,"1","0","1","0","0"
132851,1485,"Quercus","2018-06-27",2018,178,"1","0","1","0","0"
132851,1485,"Quercus","2018-07-03",2018,184,"1","0","1","0","0"
132851,1485,"Quercus","2018-07-11",2018,192,"1","0","1","0","0"
132851,1485,"Quercus","2018-07-18",2018,199,"1","0","1","0","0"
132851,1485,"Quercus","2018-07-25",2018,206,"1","0","1","0","0"
132851,1485,"Quercus","2018-08-01",2018,213,"1","0","1","0","0"
132851,1485,"Quercus","2018-08-08",2018,220,"1","0","1","0","0"
132851,1485,"Quercus","2018-08-15",2018,227,"1","0","1","0","0"
132851,1485,"Quercus","2018-08-22",2018,234,"1","1","1","1","1"
132851,1485,"Quercus","2018-08-30",2018,242,"1","1","1","1","1"
132851,1485,"Quercus","2018-09-05",2018,248,"1","1","1","1","1"
132851,1485,"Quercus","2018-09-12",2018,255,"1","1","1","1","1"
132851,1485,"Quercus","2018-09-18",2018,261,"1","1","1","1","1"
132851,1485,"Quercus","2018-09-26",2018,269,"1","1","1","1","1"
132851,1485,"Quercus","2018-10-03",2018,276,"1","1","1","1","1"
132851,1485,"Quercus","2018-10-11",2018,284,"1","1","1","1","1"
132851,1485,"Quercus","2018-10-16",2018,289,"1","1","1","1","1"
132851,1485,"Quercus","2018-10-23",2018,296,"1","1","1","1","1"
132851,1485,"Quercus","2018-11-01",2018,305,"1","1","1","1","1"
132851,1485,"Quercus","2018-11-09",2018,313,"1","1","1","1","1"
132851,1485,"Quercus","2018-11-14",2018,318,"1","1","1","1","1"
132851,1485,"Quercus","2018-11-20",2018,324,"0","0","0","0","1"
132851,1485,"Quercus","2019-03-23",2019,82,"0","0","0","0","0"
132851,1485,"Quercus","2019-03-27",2019,86,"0","0","0","0","0"
132851,1485,"Quercus","2019-04-03",2019,93,"0","0","0","0","0"
132851,1485,"Quercus","2019-04-09",2019,99,"0","0","0","0","0"
132851,1485,"Quercus","2019-04-16",2019,106,"0","0","0","0","0"
132851,1485,"Quercus","2019-04-22",2019,112,"0","0","0","0","0"
132851,1485,"Quercus","2019-04-29",2019,119,"1","0","1","0","0"
132851,1485,"Quercus","2019-05-06",2019,126,"1","0","1","0","0"
132851,1485,"Quercus","2019-05-14",2019,134,"1","0","1","0","0"
132851,1485,"Quercus","2019-05-20",2019,140,"1","0","1","0","0"
132851,1485,"Quercus","2019-05-26",2019,146,"1","0","1","0","0"
132851,1485,"Quercus","2019-06-03",2019,154,"1","0","1","0","0"
132851,1485,"Quercus","2019-06-10",2019,161,"1","0","1","0","0"
132851,1485,"Quercus","2019-06-17",2019,168,"1","0","1","0","0"
132851,1485,"Quercus","2019-06-25",2019,176,"1","0","1","0","0"
132851,1485,"Quercus","2019-07-01",2019,182,"1","0","1","0","0"
132851,1485,"Quercus","2019-07-08",2019,189,"1","0","1","0","0"
132851,1485,"Quercus","2019-07-15",2019,196,"1","0","1","0","0"
132851,1485,"Quercus","2019-07-22",2019,203,"1","0","1","0","0"
132851,1485,"Quercus","2019-07-31",2019,212,"1","0","1","0","0"
132851,1485,"Quercus","2019-08-05",2019,217,"1","0","1","0","0"
132851,1485,"Quercus","2019-08-12",2019,224,"1","0","1","0","0"
132851,1485,"Quercus","2019-08-19",2019,231,"1","1","1","1","1"
132851,1485,"Quercus","2019-08-25",2019,237,"1","1","1","1","1"
132851,1485,"Quercus","2019-09-01",2019,244,"1","1","1","1","1"
132851,1485,"Quercus","2019-09-09",2019,252,"1","1","1","1","1"
132851,1485,"Quercus","2019-09-16",2019,259,"1","1","1","1","1"
132851,1485,"Quercus","2019-09-23",2019,266,"1","1","1","1","1"
132851,1485,"Quercus","2019-09-30",2019,273,"1","1","1","1","1"
132851,1485,"Quercus","2019-10-07",2019,280,"1","1","1","1","1"
132851,1485,"Quercus","2019-10-14",2019,287,"1","1","1","1","1"
132851,1485,"Quercus","2019-10-20",2019,293,"1","1","1","1","1"
132851,1485,"Quercus","2019-10-27",2019,300,"1","1","1","1","1"
132851,1485,"Quercus","2019-11-03",2019,307,"1","1","1","1","1"
132851,1485,"Quercus","2019-11-09",2019,313,"0","0","0","0","1"
132851,1485,"Quercus","2019-11-16",2019,320,"0","0","0","0","1"
132851,1485,"Quercus","2019-11-23",2019,327,"0","0","0","0","1"
132852,1485,"Quercus","2018-03-22",2018,81,"0","0","0","0","0"
132852,1485,"Quercus","2018-03-28",2018,87,"0","0","0","0","0"
132852,1485,"Quercus","2018-04-05",2018,95,"0","0","0","0","0"
132852,1485,"Quercus","2018-04-11",2018,101,"0","0","0","0","0"
132852,1485,"Quercus","2018-04-20",2018,110,"0","0","0","0","0"
132852,1485,"Quercus","2018-04-26",2018,116,"0","0","0","0","0"
132852,1485,"Quercus","2018-05-02",2018,122,"0","0","0","0","0"
132852,1485,"Quercus","2018-05-10",2018,130,"1","0","1","0","0"
132852,1485,"Quercus","2018-05-18",2018,138,"1","0","1","0","0"
132852,1485,"Quercus","2018-05-23",2018,143,"1","0","1","0","0"
132852,1485,"Quercus","2018-06-01",2018,152,"1","0","1","0","0"
132852,1485,"Quercus","2018-06-06",2018,157,"1","0","1","0","0"
132852,1485,"Quercus","2018-06-13",2018,164,"1","0","1","0","0"
132852,1485,"Quercus","2018-06-20",2018,171,"1","0","1","0","0"
132852,1485,"Quercus","2018-06-27",2018,178,"1","0","1","0","0"
132852,1485,"Quercus","2018-07-03",2018,184,"1","0","1","0","0"
132852,1485,"Quercus","2018-07-11",2018,192,"1","0","1","0","0"
132852,1485,"Quercus","2018-07-18",2018,199,"1","0","1","0","0"
132852,1485,"Quercus","2018-07-25",2018,206,"1","0","1","0","0"
132852,1485,"Quercus","2018-08-01",2018,213,"1","0","1","0","0"
132852,1485,"Quercus","2018-08-08",2018,220,"1","0","1","0","0"
132852,1485,"Quercus","2018-08-15",2018,227,"1","0","1","0","0"
132852,1485,"Quercus","2018-08-22",2018,234,"1","1","1","1","1"
132852,1485,"Quercus","2018-08-30",2018,242,"1","1","1","1","1"
132852,1485,"Quercus","2018-09-05",2018,248,"1","1","1","1","1"
132852,1485,"Quercus","2018-09-12",2018,255,"1","1","1","1","1"
132852,1485,"Quercus","2018-09-18",2018,261,"1","1","1","1","1"
132852,1485,"Quercus","2018-09-26",2018,269,"1","1","1","1","1"
132852,1485,"Quercus","2018-10-03",2018,276,"1","1","1","1","1"
132852,1485,"Quercus","2018-10-11",2018,284,"1","1","1","1","1"
132852,1485,"Quercus","2018-10-16",2018,289,"1","1","1","1","1"
132852,1485,"Quercus","2018-10-23",2018,296,"1","1","1","1","1"
132852,1485,"Quercus","2018-11-01",2018,305,"1","1","1","1","1"
132852,1485,"Quercus","2018-11-09",2018,313,"1","1","1","1","1"
132852,1485,"Quercus","2018-11-14",2018,318,"1","1","1","1","1"
132852,1485,"Quercus","2018-11-20",2018,324,"0","0","0","0","1"
132852,1485,"Quercus","2019-03-23",2019,82,"0","0","0","0","0"
132852,1485,"Quercus","2019-03-27",2019,86,"0","0","0","0","0"
132852,1485,"Quercus","2019-04-03",2019,93,"0","0","0","0","0"
132852,1485,"Quercus","2019-04-09",2019,99,"0","0","0","0","0"
132852,1485,"Quercus","2019-04-16",2019,106,"0","0","0","0","0"
132852,1485,"Quercus","2019-04-22",2019,112,"0","0","0","0","0"
132852,1485,"Quercus","2019-04-29",2019,119,"1","0","1","0","0"
132852,1485,"Quercus","2019-05-06",2019,126,"1","0","1","0","0"
132852,1485,"Quercus","2019-05-14",2019,134,"1","0","1","0","0"
132852,1485,"Quercus","2019-05-20",2019,140,"1","0","1","0","0"
132852,1485,"Quercus","2019-05-26",2019,146,"1","0","1","0","0"
132852,1485,"Quercus","2019-06-03",2019,154,"1","0","1","0","0"
132852,1485,"Quercus","2019-06-10",2019,161,"1","0","1","0","0"
132852,1485,"Quercus","2019-06-17",2019,168,"1","0","1","0","0"
132852,1485,"Quercus","2019-06-25",2019,176,"1","0","1","0","0"
132852,1485,"Quercus","2019-07-01",2019,182,"1","0","1","0","0"
132852,1485,"Quercus","2019-07-08",2019,189,"1","0","1","0","0"
132852,1485,"Quercus","2019-07-15",2019,196,"1","0","1","0","0"
132852,1485,"Quercus","2019-07-22",2019,203,"1","0","1","0","0"
132852,1485,"Quercus","2019-07-31",2019,212,"1","0","1","0","0"
132852,1485,"Quercus","2019-08-05",2019,217,"1","0","1","0","0"
132852,1485,"Quercus","2019-08-12",2019,224,"1","0","1","0","0"
132852,1485,"Quercus","2019-08-19",2019,231,"1","0","1","0","0"
132852,1485,"Quercus","2019-08-25",2019,237,"1","0","1","0","0"
132852,1485,"Quercus","2019-09-01",2019,244,"1","0","1","0","0"
132852,1485,"Quercus","2019-09-09",2019,252,"1","0","1","0","0"
132852,1485,"Quercus","2019-09-16",2019,259,"1","1","1","1","1"
132852,1485,"Quercus","2019-09-23",2019,266,"1","1","1","1","1"
132852,1485,"Quercus","2019-09-30",2019,273,"1","1","1","1","1"
132852,1485,"Quercus","2019-10-07",2019,280,"1","1","1","1","1"
132852,1485,"Quercus","2019-10-14",2019,287,"1","1","1","1","1"
132852,1485,"Quercus","2019-10-20",2019,293,"1","1","1","1","1"
132852,1485,"Quercus","2019-10-27",2019,300,"1","1","1","1","1"
132852,1485,"Quercus","2019-11-03",2019,307,"1","1","1","1","1"
132852,1485,"Quercus","2019-11-09",2019,313,"1","1","1","1","1"
132852,1485,"Quercus","2019-11-16",2019,320,"1","1","1","1","1"
132852,1485,"Quercus","2019-11-23",2019,327,"0","0","0","0","1"
132853,1159,"Quercus","2018-03-23",2018,82,"0","0","0","0","0"
132853,1159,"Quercus","2018-03-29",2018,88,"0","0","0","0","0"
132853,1159,"Quercus","2018-04-04",2018,94,"0","0","0","0","0"
132853,1159,"Quercus","2018-04-12",2018,102,"0","0","0","0","0"
132853,1159,"Quercus","2018-04-20",2018,110,"0","0","0","0","0"
132853,1159,"Quercus","2018-04-26",2018,116,"0","0","0","0","0"
132853,1159,"Quercus","2018-05-04",2018,124,"1","0","1","0","0"
132853,1159,"Quercus","2018-05-11",2018,131,"1","0","1","0","0"
132853,1159,"Quercus","2018-05-17",2018,137,"1","0","0","0","0"
132853,1159,"Quercus","2018-05-24",2018,144,"1","0","1","0","0"
132853,1159,"Quercus","2018-05-31",2018,151,"1","0","1","0","0"
132853,1159,"Quercus","2018-06-07",2018,158,"0","0","1","0","0"
132853,1159,"Quercus","2018-06-14",2018,165,"1","0","1","0","0"
132853,1159,"Quercus","2018-06-22",2018,173,"1","0","1","0","0"
132853,1159,"Quercus","2018-06-28",2018,179,"1","0","1","0","0"
132853,1159,"Quercus","2018-07-06",2018,187,"1","0","1","0","0"
132853,1159,"Quercus","2018-07-12",2018,193,"1","0","1","0","0"
132853,1159,"Quercus","2018-07-19",2018,200,"1","0","1","0","0"
132853,1159,"Quercus","2018-07-26",2018,207,"1","0","1","0","0"
132853,1159,"Quercus","2018-08-02",2018,214,"1","0","1","0","0"
132853,1159,"Quercus","2018-08-09",2018,221,"1","0","1","0","0"
132853,1159,"Quercus","2018-08-10",2018,222,"1","0","1","0","0"
132853,1159,"Quercus","2018-08-16",2018,228,"1","0","1","0","0"
132853,1159,"Quercus","2018-08-23",2018,235,"1","0","1","0","0"
132853,1159,"Quercus","2018-09-06",2018,249,"1","0","1","0","0"
132853,1159,"Quercus","2018-09-12",2018,255,"1","0","1","0","0"
132853,1159,"Quercus","2018-09-19",2018,262,"1","1","1","1","1"
132853,1159,"Quercus","2018-09-26",2018,269,"1","1","1","1","1"
132853,1159,"Quercus","2018-10-03",2018,276,"1","1","1","1","1"
132853,1159,"Quercus","2018-10-10",2018,283,"1","1","1","1","1"
132853,1159,"Quercus","2018-10-17",2018,290,"1","1","1","1","1"
132853,1159,"Quercus","2018-10-26",2018,299,"1","1","1","1","1"
132853,1159,"Quercus","2018-11-01",2018,305,"1","1","1","1","1"
